JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456105.81198,10.811,0.035,,V,HCW,,ENSEMBLE,106,7983DN,,0,3.107,Z,,10.741,,NOVA SCO 2012,,STD,,,,
2456106.80573,10.814,0.032,,V,HCW,,ENSEMBLE,106,8003CO,,0,3.107,Z,,10.719,,NOVA SCO 2012,,STD,,,,
2456107.80550,12.054,0.088,,B,HCW,,ENSEMBLE,106,8015NI,,0,3.107,Z,,11.794,,NOVA SCO 2012,,STD,,,,
2456107.80642,10.879,0.031,,V,HCW,,ENSEMBLE,106,8015NI,,0,3.107,Z,,10.741,,NOVA SCO 2012,,STD,,,,
2456108.229,11.1,,,Vis.,BNK,,102,117,'',,,,Z,,,,V1324 SCO,AAVSO,STD,,,,
2456108.45185,10.840,0.012,,V,ATE,,117,122,7791AH,,0,3.678,Z,,12.175,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456108.45326,10.835,0.001,,V,ATE,,117,122,7791AH,,0,3.665,Z,,12.159,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456108.45454,10.826,0.003,,V,ATE,,117,122,7791AH,,0,3.654,Z,,12.143,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456108.45581,10.834,0.007,,V,ATE,,117,122,7791AH,,0,3.643,Z,,12.140,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456108.45708,10.825,0.004,,V,ATE,,117,122,7791AH,,0,3.633,Z,,12.144,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456108.45835,10.824,0.011,,V,ATE,,117,122,7791AH,,0,3.624,Z,,12.170,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456108.5431,10.6,,,Vis.,AAX,B,102,106,8028K,MOON,,,Z,,,,NOVA SCO 2012,REA,STD,,,,
2456108.80179,10.868,0.060,,V,HCW,,ENSEMBLE,106,8029BRN,,0,3.107,Z,,10.691,,NOVA SCO 2012,,STD,,,,
2456109.4340,10.4,,,Vis.,AAX,B,102,106,8028K,MOON,,,Z,,,,NOVA SCO 2012,REA,STD,,,,
2456112.79184,12.295,0.059,,B,HCW,,ENSEMBLE,106,8069JC,,0,3.107,Z,,11.824,,NOVA SCO 2012,,STD,,,,
2456112.79277,11.038,0.047,,V,HCW,,ENSEMBLE,106,8069JC,,0,3.107,Z,,10.764,,NOVA SCO 2012,,STD,,,,
2456112.89927,11.035,0.033,,V,PXR,,117,122,AAVSO 7694AD,,0,,Z,11.661,12.217,,NOVA SCO 2012,BAA-VSS,STD,,,,
2456112.90083,11.038,0.033,,V,PXR,,117,122,AAVSO 7694AD,,0,,Z,11.661,12.216,,NOVA SCO 2012,BAA-VSS,STD,,,,
2456112.90203,12.074,0.095,,B,PXR,,131,122,AAVSO 8147BVQ,,0,,Z,13.52,12.851,,NOVA SCO 2012,BAA-VSS,STD,,,,
2456112.90297,12.069,0.095,,B,PXR,,131,122,AAVSO 8147BVQ,,0,,Z,13.52,12.854,,NOVA SCO 2012,BAA-VSS,STD,,,,
2456113.43525,10.906,0.016,,V,ATE,,117,98,7791AH,,0,3.708,Z,,9.804,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456113.43830,10.905,0.018,,V,ATE,,117,98,7791AH,,0,3.678,Z,,9.804,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456113.44130,10.903,0.017,,V,ATE,,117,98,7791AH,,0,3.651,Z,,9.808,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456113.44433,10.880,0.014,,V,ATE,,117,98,7791AH,,0,3.627,Z,,9.782,,MOA 2012 BLG-320,AAVSO,STD,,,,
